,机构名字,所属地区,电话,地址,所属省,所属市,所属区,所属地址,adcode,地址省,地址市,地址区,具体地址,adcode_address
9263,兰州市西固区人民医院,甘肃省兰州市西固区,0931-7535135,甘肃省兰州市西固区福利东路337号,甘肃省,兰州市,西固区,,620104,甘肃省,兰州市,西固区,福利东路337号,620104
9264,兰州市中医医院,甘肃省兰州市七里河区,0931-2942337,甘肃省兰州市七里河区武威路344号,甘肃省,兰州市,七里河区,,620103,甘肃省,兰州市,七里河区,武威路344号,620103
9265,兰州新区第一人民医院,甘肃省兰州新区,0931-8257063,甘肃省兰州市永登县,甘肃省,兰州市,,新区,620100,甘肃省,兰州市,永登县,,620121
9266,兰州新区疾病预防控制中心,甘肃省兰州新区,0931-8259851,甘肃省兰州市永登县中川镇纬十二路,甘肃省,兰州市,,新区,620100,甘肃省,兰州市,永登县,中川镇纬十二路,620121
9267,礼县疾病预防控制中心,甘肃省陇南市礼县,0939-4422712,甘肃省陇南市礼县城关镇东新南路21号,甘肃省,陇南市,礼县,,621226,甘肃省,陇南市,礼县,城关镇东新南路21号,621226
9268,两当县疾病预防控制中心,甘肃省陇南市两当县,0939-7121057,甘肃省陇南市两当县城关镇新南街3号,甘肃省,陇南市,两当县,,621228,甘肃省,陇南市,两当县,城关镇新南街3号,621228
9269,临洮县人民医院,甘肃省定西市临洮县,17709329882,甘肃省定西市临洮县,甘肃省,定西市,临洮县,,621124,甘肃省,定西市,临洮县,,621124
9270,临夏回族自治州疾病预防控制中心,甘肃省临夏回族自治州临夏市,0930-6283472,甘肃省临夏回族自治州临夏市城郊镇麻一社,甘肃省,临夏回族自治州,临夏市,,622901,甘肃省,临夏回族自治州,临夏市,城郊镇麻一社,622901
9271,临夏回族自治州人民医院,甘肃省临夏回族自治州临夏市,0930-6212297,甘肃省临夏回族自治州临夏市滨河路110号,甘肃省,临夏回族自治州,临夏市,,622901,甘肃省,临夏回族自治州,临夏市,滨河路110号,622901
9272,临夏市疾病预防控制中心,甘肃省临夏回族自治州临夏市,0930-6313367,甘肃省临夏回族自治州临夏市二龙王庙268,甘肃省,临夏回族自治州,临夏市,,622901,甘肃省,临夏回族自治州,临夏市,二龙王庙268,622901
9273,临夏市医院,甘肃省临夏回族自治州临夏市,0930-6314017,甘肃省临夏回族自治州临夏市解放路146号,甘肃省,临夏回族自治州,临夏市,,622901,甘肃省,临夏回族自治州,临夏市,解放路146号,622901
9274,临泽县疾病预防控制中心,甘肃省张掖市临泽县,0936-5520891,甘肃省张掖市临泽县沙河镇建设路153号,甘肃省,张掖市,临泽县,,620723,甘肃省,张掖市,临泽县,沙河镇建设路153号,620723
9275,临泽县人民医院,甘肃省张掖市临泽县,0936-5530185,甘肃省张掖市临泽县,甘肃省,张掖市,临泽县,,620723,甘肃省,张掖市,临泽县,,620723
9276,灵台县疾病预防控制中心,甘肃省平凉市灵台县,0933-3621128,甘肃省平凉市灵台县虎家店路223号,甘肃省,平凉市,灵台县,,620822,甘肃省,平凉市,灵台县,虎家店路223号,620822
9277,灵台县人民医院,甘肃省平凉市灵台县,0933-3621404,甘肃省平凉市灵台县东大街151号,甘肃省,平凉市,灵台县,,620822,甘肃省,平凉市,灵台县,东大街151号,620822
9278,陇南市疾病预防控制中心,甘肃省陇南市武都区,0931-8382792,甘肃省陇南市武都区东江镇陇泰社区4号,甘肃省,陇南市,武都区,,621202,甘肃省,陇南市,武都区,东江镇陇泰社区4号,621202
9279,陇西县第三人民医院,甘肃省定西市陇西县,0932-6673809,甘肃省定西市陇西县首阳镇,甘肃省,定西市,陇西县,,621122,甘肃省,定西市,陇西县,首阳镇,621122
9280,陇西县第一人民医院,甘肃省定西市陇西县,0932-6622418,甘肃省定西市陇西县巩昌镇长安路,甘肃省,定西市,陇西县,,621122,甘肃省,定西市,陇西县,巩昌镇长安路,621122
9281,玛曲县疾病预防控制中心,甘肃省甘南藏族自治州玛曲县,0941-6121077,甘肃省甘南藏族自治州玛曲县团结西路181号,甘肃省,甘南藏族自治州,玛曲县,,623025,甘肃省,甘南藏族自治州,玛曲县,团结西路181号,623025
9282,玛曲县人民医院,甘肃省甘南藏族自治州玛曲县,13893967665,甘肃省甘南藏族自治州玛曲县忠干路7号,甘肃省,甘南藏族自治州,玛曲县,,623025,甘肃省,甘南藏族自治州,玛曲县,忠干路7号,623025
9283,民乐县疾病预防控制中心,甘肃省张掖市民乐县,0936-4421398,甘肃省张掖市民乐县城北新区嘉园路102号,甘肃省,张掖市,民乐县,,620722,甘肃省,张掖市,民乐县,城北新区嘉园路102号,620722
9284,民乐县人民医院,甘肃省张掖市民乐县,0936-4421282,甘肃省张掖市民乐县东大街228号,甘肃省,张掖市,民乐县,,620722,甘肃省,张掖市,民乐县,东大街228号,620722
9285,民乐县中医医院,甘肃省张掖市民乐县,0936-4425111,甘肃省张掖市民乐县,甘肃省,张掖市,民乐县,,620722,甘肃省,张掖市,民乐县,,620722
9286,民勤县疾病预防控制中心,甘肃省武威市民勤县,0935-4135201,甘肃省武威市民勤县,甘肃省,武威市,民勤县,,620621,甘肃省,武威市,民勤县,,620621
9287,民勤县人民医院,甘肃省武威市民勤县,0935-5938378,甘肃省武威市民勤县三雷镇西大街44号,甘肃省,武威市,民勤县,,620621,甘肃省,武威市,民勤县,三雷镇西大街44号,620621
9288,岷县疾病预防控制中心,甘肃省定西市岷县,0932-7722487,甘肃省定西市岷县岷阳镇岷州中路,甘肃省,定西市,岷县,,621126,甘肃省,定西市,岷县,岷阳镇岷州中路,621126
9289,宁县第二人民医院,甘肃省庆阳市宁县,0934-5958003,甘肃省庆阳市宁县和盛镇南大街8号,甘肃省,庆阳市,宁县,,621026,甘肃省,庆阳市,宁县,和盛镇南大街8号,621026
9290,宁县疾病预防控制中心,甘肃省庆阳市宁县,0934-6622472,甘肃省庆阳市宁县保健路4号,甘肃省,庆阳市,宁县,,621026,甘肃省,庆阳市,宁县,保健路4号,621026
9291,宁县中医医院,甘肃省庆阳市宁县,0934-6622174,甘肃省庆阳市宁县马莲路9号,甘肃省,庆阳市,宁县,,621026,甘肃省,庆阳市,宁县,马莲路9号,621026
9292,平凉市疾病预防控制中心,甘肃省平凉市,0933-8711926,甘肃省平凉市柳湖西路南侧558号,甘肃省,平凉市,,,620800,甘肃省,平凉市,,柳湖西路南侧558号,620800
9293,平凉市人民医院,甘肃省平凉市崆峒区,0933-8613502,甘肃省平凉市崆峒区崆峒大道中路,甘肃省,平凉市,崆峒区,,620802,甘肃省,平凉市,崆峒区,崆峒大道中路,620802
9294,秦安县疾病预防控制中心,甘肃省天水市秦安县,0938-6521073,甘肃省天水市秦安县北苑路东侧,甘肃省,天水市,秦安县,,620522,甘肃省,天水市,秦安县,北苑路东侧,620522
9295,秦安县人民医院,甘肃省天水市秦安县,0938-6521713,甘肃省天水市秦安县解放路20号,甘肃省,天水市,秦安县,,620522,甘肃省,天水市,秦安县,解放路20号,620522
9296,清水县疾病预防控制中心,甘肃省天水市清水县,0938-7151104,甘肃省天水市清水县永清镇泰山路11号,甘肃省,天水市,清水县,,620521,甘肃省,天水市,清水县,永清镇泰山路11号,620521
9297,清水县人民医院,甘肃省天水市清水县,0938-7151154,甘肃省天水市清水县永清镇泰山路,甘肃省,天水市,清水县,,620521,甘肃省,天水市,清水县,永清镇泰山路,620521
9298,清水县中医医院,甘肃省天水市清水县,0938-7151335,甘肃省天水市清水县,甘肃省,天水市,清水县,,620521,甘肃省,天水市,清水县,,620521
9299,庆阳市第二人民医院,甘肃省庆阳市西峰区,0934-5951009,甘肃省庆阳市西峰区北京大道南2号,甘肃省,庆阳市,西峰区,,621002,甘肃省,庆阳市,西峰区,北京大道南2号,621002
9300,庆阳市妇幼保健计划生育服务中心,甘肃省庆阳市西峰区,0934-8614143,甘肃省庆阳市西峰区长庆大道51号,甘肃省,庆阳市,西峰区,,621002,甘肃省,庆阳市,西峰区,长庆大道51号,621002
9301,庆阳市疾病预防控制中心,甘肃省庆阳市西峰区,0934-8516000,甘肃省庆阳市西峰区,甘肃省,庆阳市,西峰区,,621002,甘肃省,庆阳市,西峰区,,621002
9302,庆阳市人民医院,甘肃省庆阳市西峰区,0934-8686301,甘肃省庆阳市西峰区兰州路30号,甘肃省,庆阳市,西峰区,,621002,甘肃省,庆阳市,西峰区,兰州路30号,621002
9303,庆阳市西峰区人民医院,甘肃省庆阳市西峰区,0934-8271520,甘肃省庆阳市西峰区北大街31号,甘肃省,庆阳市,西峰区,,621002,甘肃省,庆阳市,西峰区,北大街31号,621002
9304,庆阳市中医医院,甘肃省庆阳市西峰区,18293446578,甘肃省庆阳市西峰区古象西路,甘肃省,庆阳市,西峰区,,621002,甘肃省,庆阳市,西峰区,古象西路,621002
9305,山丹县人民医院,甘肃省张掖市山丹县,0936-2721024,甘肃省张掖市山丹县南大街24号,甘肃省,张掖市,山丹县,,620725,甘肃省,张掖市,山丹县,南大街24号,620725
9306,肃北蒙古族自治县人民医院,甘肃省酒泉市肃北蒙古族自治县,18009370120,甘肃省酒泉市肃北蒙古族自治县党城湾镇巴音路11号,甘肃省,酒泉市,肃北蒙古族自治县,,620923,甘肃省,酒泉市,肃北蒙古族自治县,党城湾镇巴音路11号,620923
9307,肃北县疾病预防控制中心,甘肃省酒泉市肃北蒙古族自治县,0937-8121391,甘肃省酒泉市肃北蒙古族自治县党城湾镇城关村234号,甘肃省,酒泉市,肃北蒙古族自治县,,620923,甘肃省,酒泉市,肃北蒙古族自治县,党城湾镇城关村234号,620923
9308,肃南县疾病预防控制中心,甘肃省张掖市肃南裕固族自治县,0936-6121460,甘肃省张掖市肃南裕固族自治县北滨河路14号,甘肃省,张掖市,肃南裕固族自治县,,620721,甘肃省,张掖市,肃南裕固族自治县,北滨河路14号,620721
9309,肃南裕固族自治县人民医院,甘肃省张掖市肃南裕固族自治县,0936-6124967,甘肃省张掖市肃南裕固族自治县红湾寺镇明花路121号,甘肃省,张掖市,肃南裕固族自治县,,620721,甘肃省,张掖市,肃南裕固族自治县,红湾寺镇明花路121号,620721
9310,酒泉市肃州区泉湖镇卫生院,甘肃省酒泉市肃州区,0937-2793022,甘肃省酒泉市肃州区泉湖镇政府西3号,甘肃省,酒泉市,肃州区,,620902,甘肃省,酒泉市,肃州区,泉湖镇政府西3号,620902
9311,酒泉市肃州区泉湖镇卫生院春光分院,甘肃省酒泉市肃州区,0937-2682163,甘肃省酒泉市肃州区酒火路春光村6组,甘肃省,酒泉市,肃州区,,620902,甘肃省,酒泉市,肃州区,酒火路春光村6组,620902
9312,天水市第三人民医院,甘肃省天水市秦州区,0938-8363156,甘肃省天水市秦州区精表路17号,甘肃省,天水市,秦州区,,620502,甘肃省,天水市,秦州区,精表路17号,620502
9313,天水市第四人民医院,甘肃省天水市麦积区,0938-2691813,甘肃省天水市麦积区区府路34号,甘肃省,天水市,麦积区,,620503,甘肃省,天水市,麦积区,区府路34号,620503
9314,天水市第一人民医院,甘肃省天水市秦州区,0938-8369655,甘肃省天水市秦州区,甘肃省,天水市,秦州区,,620502,甘肃省,天水市,秦州区,,620502
9315,天水市妇幼保健院,甘肃省天水市秦州区,0938-8885803,甘肃省天水市秦州区岷山路80号,甘肃省,天水市,秦州区,,620502,甘肃省,天水市,秦州区,岷山路80号,620502
9316,天水市疾病预防控制中心,甘肃省天水市秦州区,0938-8213027,甘肃省天水市秦州区七里墩街道藉河北路,甘肃省,天水市,秦州区,,620502,甘肃省,天水市,秦州区,七里墩街道藉河北路,620502
9317,天水市中西医结合医院,甘肃省天水市麦积区,0938-2655655,甘肃省天水市麦积区,甘肃省,天水市,麦积区,,620503,甘肃省,天水市,麦积区,,620503
9318,天水市中医医院,甘肃省天水市秦州区,0938-8212475,甘肃省天水市秦州区藉河北路6号,甘肃省,天水市,秦州区,,620502,甘肃省,天水市,秦州区,藉河北路6号,620502
9319,天水四零七医院,甘肃省天水市秦州区,0938-8234893,甘肃省天水市秦州区环城西路11号,甘肃省,天水市,秦州区,,620502,甘肃省,天水市,秦州区,环城西路11号,620502
9320,天祝藏族自治县疾病预防控制中心,甘肃省武威市天祝藏族自治县,0935-3121418,甘肃省武威市天祝藏族自治县华藏寺镇滨河东路,甘肃省,武威市,天祝藏族自治县,,620623,甘肃省,武威市,天祝藏族自治县,华藏寺镇滨河东路,620623
9321,天祝藏族自治县人民医院,甘肃省武威市天祝藏族自治县,0935-3121448,甘肃省武威市天祝藏族自治县,甘肃省,武威市,天祝藏族自治县,,620623,甘肃省,武威市,天祝藏族自治县,,620623
9322,通渭县疾病预防控制中心,甘肃省定西市通渭县,0932-5553433,甘肃省定西市通渭县平襄镇北街西小巷,甘肃省,定西市,通渭县,,621121,甘肃省,定西市,通渭县,平襄镇北街西小巷,621121
9323,通渭县人民医院,甘肃省定西市通渭县,0932-5552934,甘肃省定西市通渭县平襄镇北街8号,甘肃省,定西市,通渭县,,621121,甘肃省,定西市,通渭县,平襄镇北街8号,621121
9324,渭源县人民医院,甘肃省定西市渭源县,0932-4132039,甘肃省定西市渭源县清源镇清源社区清源路107号,甘肃省,定西市,渭源县,,621123,甘肃省,定西市,渭源县,清源镇清源社区清源路107号,621123
9325,文县第一人民医院,甘肃省陇南市文县,0939-5522066,甘肃省陇南市文县所城南街1号,甘肃省,陇南市,文县,,621222,甘肃省,陇南市,文县,所城南街1号,621222
9326,武山县疾病预防控制中心,甘肃省天水市武山县,0938-3421238,甘肃省天水市武山县城关镇和平路,甘肃省,天水市,武山县,,620524,甘肃省,天水市,武山县,城关镇和平路,620524
9327,武山县人民医院,甘肃省天水市武山县,0938-3429456,甘肃省天水市武山县城关镇解放路,甘肃省,天水市,武山县,,620524,甘肃省,天水市,武山县,城关镇解放路,620524
9328,武威市第二人民医院,甘肃省武威市凉州区,0935-5922437,甘肃省武威市凉州区武南镇3马路38号,甘肃省,武威市,凉州区,,620602,甘肃省,武威市,凉州区,武南镇3马路38号,620602
9329,武威市疾病预防控制中心,甘肃省武威市凉州区,0935-6161521,甘肃省武威市凉州区天丰街公共卫生综合服务楼A区,甘肃省,武威市,凉州区,,620602,甘肃省,武威市,凉州区,天丰街公共卫生综合服务楼A区,620602
9330,武威市凉州区疾病预防控制中心,甘肃省武威市凉州区,0935-6161535,甘肃省武威市凉州区天丰街卫生大楼A区,甘肃省,武威市,凉州区,,620602,甘肃省,武威市,凉州区,天丰街卫生大楼A区,620602
9331,武威市凉州医院,甘肃省武威市凉州区,0935-2250432,甘肃省武威市凉州区东大街186号,甘肃省,武威市,凉州区,,620602,甘肃省,武威市,凉州区,东大街186号,620602
9332,武威市人民医院,甘肃省武威市凉州区,0935-5820961,甘肃省武威市凉州区宣武街北侧,甘肃省,武威市,凉州区,,620602,甘肃省,武威市,凉州区,宣武街北侧,620602
9333,武威市中医医院,甘肃省武威市凉州区,0935-6397103,甘肃省武威市凉州区富民路,甘肃省,武威市,凉州区,,620602,甘肃省,武威市,凉州区,富民路,620602
9334,西和县人民医院,甘肃省陇南市西和县,0939-6621541,甘肃省陇南市西和县汉源镇中山北路,甘肃省,陇南市,西和县,,621225,甘肃省,陇南市,西和县,汉源镇中山北路,621225
9335,下河清农场职工医院,甘肃省酒泉市肃州区,0937-2838077,甘肃省酒泉市肃州区航空路5号1-1,甘肃省,酒泉市,肃州区,,620902,甘肃省,酒泉市,肃州区,航空路5号1-1,620902
9336,夏河县藏医医院,甘肃省甘南藏族自治州夏河县,13893949962,甘肃省甘南藏族自治州夏河县拉卜楞镇柔扎村,甘肃省,甘南藏族自治州,夏河县,,623027,甘肃省,甘南藏族自治州,夏河县,拉卜楞镇柔扎村,623027
9337,夏河县妇幼保健计划生育服务中心,甘肃省甘南藏族自治州夏河县,13893927226,甘肃省甘南藏族自治州夏河县拉卜楞镇,甘肃省,甘南藏族自治州,夏河县,,623027,甘肃省,甘南藏族自治州,夏河县,拉卜楞镇,623027
9338,夏河县疾病预防控制中心,甘肃省甘南藏族自治州夏河县,0941-7121610,甘肃省甘南藏族自治州夏河县拉卜楞镇浪格塘村3号,甘肃省,甘南藏族自治州,夏河县,,623027,甘肃省,甘南藏族自治州,夏河县,拉卜楞镇浪格塘村3号,623027
9339,夏河县人民医院,甘肃省甘南藏族自治州夏河县,0941-7123412,甘肃省甘南藏族自治州夏河县拉卜楞镇人民东街93号,甘肃省,甘南藏族自治州,夏河县,,623027,甘肃省,甘南藏族自治州,夏河县,拉卜楞镇人民东街93号,623027
9340,永昌县疾病预防控制中心,甘肃省金昌市永昌县,0935-7521514,甘肃省金昌市永昌县,甘肃省,金昌市,永昌县,,620321,甘肃省,金昌市,永昌县,,620321
9341,永登县疾病预防控制中心,甘肃省兰州市永登县,0931-6423620,甘肃省兰州市永登县城关镇卫生巷74号,甘肃省,兰州市,永登县,,620121,甘肃省,兰州市,永登县,城关镇卫生巷74号,620121
9342,永登县人民医院,甘肃省兰州市永登县,0931-6422234,甘肃省兰州市永登县城关镇胜利街1641号,甘肃省,兰州市,永登县,,620121,甘肃省,兰州市,永登县,城关镇胜利街1641号,620121
9343,永靖县疾病预防控制中心,甘肃省临夏回族自治州永靖县,0930-8832573,甘肃省临夏回族自治州永靖县中环路2号,甘肃省,临夏回族自治州,永靖县,,622923,甘肃省,临夏回族自治州,永靖县,中环路2号,622923
9344,永靖县人民医院,甘肃省临夏回族自治州永靖县,0930-8888132,甘肃省临夏回族自治州永靖县古城新区太极南路,甘肃省,临夏回族自治州,永靖县,,622923,甘肃省,临夏回族自治州,永靖县,古城新区太极南路,622923
9345,榆中县第三人民医院,甘肃省兰州市榆中县,0931-5278457,甘肃省兰州市榆中县和平镇薇乐大道199号,甘肃省,兰州市,榆中县,,620123,甘肃省,兰州市,榆中县,和平镇薇乐大道199号,620123
9346,玉门市第一人民医院,甘肃省酒泉市玉门市,0937-3212852,甘肃省玉门市新市区312国道与石油大道交汇处,甘肃省,酒泉市,玉门市,,620981,甘肃省,酒泉市,玉门市,新市区312国道与石油大道交汇处,620981
9347,玉门市疾病预防控制中心,甘肃省酒泉市玉门市,0937-3338329,甘肃省酒泉市玉门市新市区清泉东路4号,甘肃省,酒泉市,玉门市,,620981,甘肃省,酒泉市,玉门市,新市区清泉东路4号,620981
9348,张掖市第二人民医院,甘肃省张掖市甘州区,0936-8216060,甘肃省张掖市甘州区滨河新区,甘肃省,张掖市,甘州区,,620702,甘肃省,张掖市,甘州区,滨河新区,620702
9349,张掖市甘州区妇幼保健院,甘肃省张掖市甘州区,0936-8212066,甘肃省张掖市甘州区,甘肃省,张掖市,甘州区,,620702,甘肃省,张掖市,甘州区,,620702
9350,张掖市疾病预防控制中心,甘肃省张掖市甘州区,0936-8291068,甘肃省张掖市甘州区区杏林路卫健大厦,甘肃省,张掖市,甘州区,,620702,甘肃省,张掖市,甘州区,区杏林路卫健大厦,620702
9351,中国人民解放军联勤保障部队第九四三医院,甘肃省武威市凉州区,0935-2504179,甘肃省武威市凉州区,甘肃省,武威市,凉州区,,620602,甘肃省,武威市,凉州区,,620602
9352,庄浪县疾病预防控制中心,甘肃省平凉市庄浪县,0933-5936329,甘肃省平凉市庄浪县水洛镇北滨河路254号,甘肃省,平凉市,庄浪县,,620825,甘肃省,平凉市,庄浪县,水洛镇北滨河路254号,620825
9353,庄浪县人民医院,甘肃省平凉市庄浪县,0933-6624594,甘肃省平凉市庄浪县水洛镇东关街35号,甘肃省,平凉市,庄浪县,,620825,甘肃省,平凉市,庄浪县,水洛镇东关街35号,620825
9354,成县疾病预防控制控中心,甘肃省陇南市成县,0939-3201626,甘肃省陇南市成县城关镇河东区河平东路5号,甘肃省,陇南市,成县,,621221,甘肃省,陇南市,成县,城关镇河东区河平东路5号,621221
9355,成县中医医院,甘肃省陇南市成县,0939-3212065,甘肃省陇南市成县城关镇东兴街29号,甘肃省,陇南市,成县,,621221,甘肃省,陇南市,成县,城关镇东兴街29号,621221
9356,定西市第二人民医院,甘肃省定西市安定区,0932-8212702,甘肃省定西市安定区镇龙路66号,甘肃省,定西市,安定区,,621102,甘肃省,定西市,安定区,镇龙路66号,621102
9357,甘肃省渭源县人民医院,甘肃省定西市渭源县,0932-4132039,甘肃省定西市渭源县清源镇清源社区清源路107号,甘肃省,定西市,渭源县,,621123,甘肃省,定西市,渭源县,清源镇清源社区清源路107号,621123
9358,环县疾病预防控制中心,甘肃省庆阳市环县,0934-4421037,甘肃省庆阳市环县滨河路(城建大厦西南侧约200米),甘肃省,庆阳市,环县,,621022,甘肃省,庆阳市,环县,滨河路(城建大厦西南侧约200米),621022
9359,兰州市城关区人民医院,甘肃省兰州市城关区,0931-8471294,甘肃省兰州市城关区红山根东路351号,甘肃省,兰州市,城关区,,620102,甘肃省,兰州市,城关区,红山根东路351号,620102
9360,临夏县中医医院,甘肃省临夏回族自治州临夏县,0930-3288115,甘肃省临夏回族自治州临夏县土桥镇西街36号,甘肃省,临夏回族自治州,临夏县,,622921,甘肃省,临夏回族自治州,临夏县,土桥镇西街36号,622921
9361,陇南市第一人民医院,甘肃省陇南市武都区,0939-8263009,甘肃省陇南市武都区江北街道办事处20号,甘肃省,陇南市,武都区,,621202,甘肃省,陇南市,武都区,江北街道办事处20号,621202
9362,平凉市第二人民医院,甘肃省平凉市崆峒区,0933-8229179,甘肃省平凉市崆峒区东大街79号,甘肃省,平凉市,崆峒区,,620802,甘肃省,平凉市,崆峒区,东大街79号,620802
9363,庆城县人民医院,甘肃省庆阳市庆城县,0934-3222453,甘肃省庆阳市庆城县新区,甘肃省,庆阳市,庆城县,,621021,甘肃省,庆阳市,庆城县,新区,621021
9364,镇原县中医医院,甘肃省庆阳市镇原县,0934-7121651,甘肃省庆阳市镇原县滨河南路3号,甘肃省,庆阳市,镇原县,,621027,甘肃省,庆阳市,镇原县,滨河南路3号,621027
9365,成县疾病预防控制中心,甘肃省陇南市成县,0939-3201626,甘肃省陇南市成县城关镇河东区和平东路5号,甘肃省,陇南市,成县,,621221,甘肃省,陇南市,成县,城关镇河东区和平东路5号,621221
9366,崇信县疾病预防控制中心,甘肃省平凉市崇信县,0933-6124669,甘肃省平凉市崇信县,甘肃省,平凉市,崇信县,,620823,甘肃省,平凉市,崇信县,,620823
9367,宕昌县人民医院,甘肃省陇南市宕昌县,0939-6121531,甘肃省陇南市宕昌县城关镇石磊村人民街50号,甘肃省,陇南市,宕昌县,,621223,甘肃省,陇南市,宕昌县,城关镇石磊村人民街50号,621223
9368,古浪县中医医院,甘肃省武威市古浪县,0935-5581092,甘肃省武威市古浪县大靖镇新城区,甘肃省,武威市,古浪县,,620622,甘肃省,武威市,古浪县,大靖镇新城区,620622
9369,临洮县疾病预防控制中心,甘肃省定西市临洮县,0932-2243131,甘肃省定西市临洮县八里铺下街,甘肃省,定西市,临洮县,,621124,甘肃省,定西市,临洮县,八里铺下街,621124
9370,宁县人民医院,甘肃省庆阳市宁县,0934-6622747,甘肃省庆阳市宁县保健路2号,甘肃省,庆阳市,宁县,,621026,甘肃省,庆阳市,宁县,保健路2号,621026
9371,庆城县疾病预防控制中心,甘肃省庆阳市庆城县,0934-3222649,甘肃省庆阳市庆城县小南门巷4号,甘肃省,庆阳市,庆城县,,621021,甘肃省,庆阳市,庆城县,小南门巷4号,621021
9372,庆阳市环县疾病预防控制中心,甘肃省庆阳市环县,0934-4421037,甘肃省庆阳市环县县城南区曲子路,甘肃省,庆阳市,环县,,621022,甘肃省,庆阳市,环县,县城南区曲子路,621022
9373,渭源县疾病预防控制中心,甘肃省定西市渭源县,0932-4133390,甘肃省定西市渭源县清源镇柯寨村杜家庄社,甘肃省,定西市,渭源县,,621123,甘肃省,定西市,渭源县,清源镇柯寨村杜家庄社,621123
9374,文县第二人民医院,甘肃省陇南市文县,0939-5582308,甘肃省陇南市文县碧口镇,甘肃省,陇南市,文县,,621222,甘肃省,陇南市,文县,碧口镇,621222
9375,文县疾病预防控制中心,甘肃省陇南市文县,0939-5522024,甘肃省陇南市文县,甘肃省,陇南市,文县,,621222,甘肃省,陇南市,文县,,621222
9376,镇原县第一人民医院,甘肃省庆阳市城关镇,0934-7132342,甘肃省庆阳市城关镇镇原县原州中路24号,甘肃省,庆阳市,,城关镇,621000,甘肃省,庆阳市,镇原县,原州中路24号,621027
9377,静宁县中医院,甘肃省平凉市静宁县,13689465456,甘肃省平凉市静宁县城关区滨河路,甘肃省,平凉市,静宁县,,620826,甘肃省,平凉市,静宁县,城关区滨河路,620826
9378,清水县计划生育服务站,甘肃省天水市清水县,0938-7153820,甘肃省清水县永清镇北环路1号,甘肃省,天水市,清水县,,620521,甘肃省,天水市,清水县,永清镇北环路1号,620521
9379,西和县中医医院,甘肃省陇南市西和县,0939-6628317,甘肃省陇南市西和县城南开发区,甘肃省,陇南市,西和县,,621225,甘肃省,陇南市,西和县,城南开发区,621225
9380,漳县疾病预防控制中心,甘肃省定西市漳县,0932-4862389,甘肃省定西市漳县武阳镇滨河东路19号,甘肃省,定西市,漳县,,621125,甘肃省,定西市,漳县,武阳镇滨河东路19号,621125
9381,正宁县疾病预防控制中心,甘肃省正宁县山河镇,0934-6121152,甘肃省正宁县山河镇长乐南路2号,甘肃省,庆阳市,正宁县,山河镇,621025,甘肃省,庆阳市,正宁县,山河镇长乐南路2号,621025
9382,甘州区人民医院,甘肃省张掖市甘州区,0936-8213783,甘肃省张掖市甘州区北水桥街27号,甘肃省,张掖市,甘州区,,620702,甘肃省,张掖市,甘州区,北水桥街27号,620702
9383,甘肃省华亭市疾病控制预防中心,甘肃省平凉市华亭市,0933-7860007,甘肃省平凉市华亭市西大街301号,甘肃省,平凉市,,华亭市,620800,甘肃省,平凉市,,华亭市西大街301号,620800
9384,甘肃省玉门市中医医院,甘肃省玉门市新市区,0937-3335029,甘肃省玉门市新市区民主路2号,甘肃省,酒泉市,玉门市,新市区,620981,甘肃省,酒泉市,玉门市,新市区民主路2号,620981
9385,漳县人民医院,甘肃省定西市漳县,18393726035,甘肃省定西市漳县武阳路35号,甘肃省,定西市,漳县,,621125,甘肃省,定西市,漳县,武阳路35号,621125
9386,中核四〇四医院,甘肃省嘉峪关市,0937-6788002,甘肃省嘉峪关市玉泉南路519号,甘肃省,嘉峪关市,,,620200,甘肃省,嘉峪关市,,玉泉南路519号,620200
9387,华池县疾病预防控制中心,甘肃省庆阳市华池县,0934-5121733,甘肃省庆阳市华池县老城街9—1号,甘肃省,庆阳市,华池县,,621023,甘肃省,庆阳市,华池县,老城街9—1号,621023
9388,景泰县人民医院,甘肃省白银市景泰县,0943-5558193,甘肃省白银市景泰县条山镇南街2号,甘肃省,白银市,景泰县,,620423,甘肃省,白银市,景泰县,条山镇南街2号,620423
9389,兰州美年大健康健康管理有限公司奥亚门诊部,甘肃省兰州市七里河区,13919262968,甘肃省兰州市七里河区瓜州路16号,甘肃省,兰州市,七里河区,,620103,甘肃省,兰州市,七里河区,瓜州路16号,620103
9390,陇西县中医医院,甘肃省定西市陇西县,0932-6622485,甘肃省定西市陇西县巩昌镇药都大道西侧,甘肃省,定西市,陇西县,,621122,甘肃省,定西市,陇西县,巩昌镇药都大道西侧,621122
9391,联勤保障部队第九四四医院,甘肃省酒泉市肃州区,0937-2309260,甘肃省酒泉市肃州区雄关路22号,甘肃省,酒泉市,肃州区,,620902,甘肃省,酒泉市,肃州区,雄关路22号,620902
9392,通渭县中医医院,甘肃省定西市通渭县,0932-5669868,甘肃省定西市通渭县平襄镇北街8号,甘肃省,定西市,通渭县,,621121,甘肃省,定西市,通渭县,平襄镇北街8号,621121
9393,陇西县第二人民医院,甘肃省定西市陇西县,0932-6688231,甘肃省定西市陇西县文峰镇交通路26号,甘肃省,定西市,陇西县,,621122,甘肃省,定西市,陇西县,文峰镇交通路26号,621122
