"","country","X2","X3","X4","Units","year2018","year2019","X8"
"973","NETHERLANDS",NA,"Total departures",NA,"Thousands","..","..",NA
"974","NETHERLANDS",NA,NA,"Overnights visitors (tourists)","Thousands","22115","..",NA
"975","NETHERLANDS",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"976","NETHERLANDS","Tourism expenditure in other countries",NA,NA,"US$ Millions","25952","..",NA
"977","NETHERLANDS",NA,"Travel",NA,"US$ Millions","22702","..",NA
"978","NETHERLANDS",NA,"Passenger transport",NA,"US$ Millions","3250","..",NA
"979","NEW CALEDONIA","Departures",NA,NA,NA,NA,NA,"1/ Returning residents."
"980","NEW CALEDONIA",NA,"Total departures",NA,"Thousands","..","..",NA
"981","NEW CALEDONIA",NA,NA,"Overnights visitors (tourists)","Thousands","139","..",NA
"982","NEW CALEDONIA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"983","NEW CALEDONIA","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"984","NEW CALEDONIA",NA,"Travel",NA,"US$ Millions","..","..",NA
"985","NEW CALEDONIA",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"986","NEW ZEALAND","Departures",NA,NA,NA,NA,NA,"1/ International Travel and Migration, SNZ."
"987","NEW ZEALAND",NA,"Total departures",NA,"Thousands","..","..",NA
"988","NEW ZEALAND",NA,NA,"Overnights visitors (tourists)","Thousands","3038","3225",NA
"989","NEW ZEALAND",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"990","NEW ZEALAND","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"991","NEW ZEALAND",NA,"Travel",NA,"US$ Millions","4603","4408",NA
"992","NEW ZEALAND",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"993","NICARAGUA","Departures",NA,NA,NA,NA,NA,NA
"994","NICARAGUA",NA,"Total departures",NA,"Thousands","..","..",NA
"995","NICARAGUA",NA,NA,"Overnights visitors (tourists)","Thousands","974","949",NA
"996","NICARAGUA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"997","NICARAGUA","Tourism expenditure in other countries",NA,NA,"US$ Millions","349","..",NA
"998","NICARAGUA",NA,"Travel",NA,"US$ Millions","219","..",NA
"999","NICARAGUA",NA,"Passenger transport",NA,"US$ Millions","130","..",NA
"1000","NIGER","Departures",NA,NA,NA,NA,NA,NA
"1001","NIGER",NA,"Total departures",NA,"Thousands","..","..",NA
"1002","NIGER",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1003","NIGER",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1004","NIGER","Tourism expenditure in other countries",NA,NA,"US$ Millions","141","..",NA
"1005","NIGER",NA,"Travel",NA,"US$ Millions","95","..",NA
"1006","NIGER",NA,"Passenger transport",NA,"US$ Millions","46","..",NA
"1007","NIGERIA","Departures",NA,NA,NA,NA,NA,NA
"1008","NIGERIA",NA,"Total departures",NA,"Thousands","..","..",NA
"1009","NIGERIA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1010","NIGERIA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1011","NIGERIA","Tourism expenditure in other countries",NA,NA,"US$ Millions","13218","16406",NA
"1012","NIGERIA",NA,"Travel",NA,"US$ Millions","9569","13509",NA
"1013","NIGERIA",NA,"Passenger transport",NA,"US$ Millions","3649","2897",NA
"1014","NIUE","Departures",NA,NA,NA,NA,NA,NA
"1015","NIUE",NA,"Total departures",NA,"Thousands","..","..",NA
"1016","NIUE",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1017","NIUE",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1018","NIUE","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"1019","NIUE",NA,"Travel",NA,"US$ Millions","..","..",NA
"1020","NIUE",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1021","NORTH MACEDONIA","Departures",NA,NA,NA,NA,NA,NA
"1022","NORTH MACEDONIA",NA,"Total departures",NA,"Thousands","..","..",NA
"1023","NORTH MACEDONIA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1024","NORTH MACEDONIA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1025","NORTH MACEDONIA","Tourism expenditure in other countries",NA,NA,"US$ Millions","282","302",NA
"1026","NORTH MACEDONIA",NA,"Travel",NA,"US$ Millions","259","282",NA
"1027","NORTH MACEDONIA",NA,"Passenger transport",NA,"US$ Millions","23","20",NA
"1028","NORTHERN MARIANA ISLANDS","Departures",NA,NA,NA,NA,NA,NA
"1029","NORTHERN MARIANA ISLANDS",NA,"Total departures",NA,"Thousands","..","..",NA
"1030","NORTHERN MARIANA ISLANDS",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1031","NORTHERN MARIANA ISLANDS",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1032","NORTHERN MARIANA ISLANDS","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"1033","NORTHERN MARIANA ISLANDS",NA,"Travel",NA,"US$ Millions","..","..",NA
"1034","NORTHERN MARIANA ISLANDS",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1035","NORWAY","Departures",NA,NA,NA,NA,NA,"1/ Source: Statistics Norway - Travel Survey."
"1036","NORWAY",NA,"Total departures",NA,"Thousands","..","..",NA
"1037","NORWAY",NA,NA,"Overnights visitors (tourists)","Thousands","8110","8890",NA
"1038","NORWAY",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1039","NORWAY","Tourism expenditure in other countries",NA,NA,"US$ Millions","18592","17992",NA
"1040","NORWAY",NA,"Travel",NA,"US$ Millions","17322","16818",NA
"1041","NORWAY",NA,"Passenger transport",NA,"US$ Millions","1270","1174",NA
"1042","OMAN","Departures",NA,NA,NA,NA,NA,NA
"1043","OMAN",NA,"Total departures",NA,"Thousands","5975","..",NA
"1044","OMAN",NA,NA,"Overnights visitors (tourists)","Thousands","3350","..",NA
"1045","OMAN",NA,NA,"Same-day visitors (excursionists)","Thousands","2625","..",NA
"1046","OMAN","Tourism expenditure in other countries",NA,NA,"US$ Millions","3210","..",NA
"1047","OMAN",NA,"Travel",NA,"US$ Millions","2542","..",NA
"1048","OMAN",NA,"Passenger transport",NA,"US$ Millions","668","..",NA
"1049","PAKISTAN","Departures",NA,NA,NA,NA,NA,NA
"1050","PAKISTAN",NA,"Total departures",NA,"Thousands","..","..",NA
"1051","PAKISTAN",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1052","PAKISTAN",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1053","PAKISTAN","Tourism expenditure in other countries",NA,NA,"US$ Millions","2959","3000",NA
"1054","PAKISTAN",NA,"Travel",NA,"US$ Millions","1885","1655",NA
"1055","PAKISTAN",NA,"Passenger transport",NA,"US$ Millions","1074","1345",NA
"1056","PALAU","Departures",NA,NA,NA,NA,NA,"1/ 1998-2004: country data.
2/ Fiscal years ending September 30."
"1057","PALAU",NA,"Total departures",NA,"Thousands","..","..",NA
"1058","PALAU",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1059","PALAU",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1060","PALAU","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..","1/ 1998-2004: country data.
2/ Fiscal years ending September 30."
"1061","PALAU",NA,"Travel",NA,"US$ Millions","..","..",NA
"1062","PALAU",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1063","PANAMA","Departures",NA,NA,NA,NA,NA,NA
"1064","PANAMA",NA,"Total departures",NA,"Thousands","..","..",NA
"1065","PANAMA",NA,NA,"Overnights visitors (tourists)","Thousands","681","..",NA
"1066","PANAMA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1067","PANAMA","Tourism expenditure in other countries",NA,NA,"US$ Millions","1393","1623",NA
"1068","PANAMA",NA,"Travel",NA,"US$ Millions","1182","1412",NA
"1069","PANAMA",NA,"Passenger transport",NA,"US$ Millions","211","211",NA
"1070","PAPUA NEW GUINEA","Departures",NA,NA,NA,NA,NA,NA
"1071","PAPUA NEW GUINEA",NA,"Total departures",NA,"Thousands","..","..",NA
"1072","PAPUA NEW GUINEA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1073","PAPUA NEW GUINEA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1074","PAPUA NEW GUINEA","Tourism expenditure in other countries",NA,NA,"US$ Millions","134","..",NA
"1075","PAPUA NEW GUINEA",NA,"Travel",NA,"US$ Millions","113","..",NA
"1076","PAPUA NEW GUINEA",NA,"Passenger transport",NA,"US$ Millions","21","..",NA
"1077","PARAGUAY","Departures",NA,NA,NA,NA,NA,"1/ E/D cards in the ""Silvio Petirossi"" airport and passenger counts at the national border crossings - National Police and SENATUR."
"1078","PARAGUAY",NA,"Total departures",NA,"Thousands","4268","..",NA
"1079","PARAGUAY",NA,NA,"Overnights visitors (tourists)","Thousands","1266","..",NA
"1080","PARAGUAY",NA,NA,"Same-day visitors (excursionists)","Thousands","3002","..",NA
"1081","PARAGUAY","Tourism expenditure in other countries",NA,NA,"US$ Millions","549","552",NA
"1082","PARAGUAY",NA,"Travel",NA,"US$ Millions","336","339",NA
"1083","PARAGUAY",NA,"Passenger transport",NA,"US$ Millions","213","213",NA
"1084","PERU","Departures",NA,NA,NA,NA,NA,NA
"1085","PERU",NA,"Total departures",NA,"Thousands","..","..",NA
"1086","PERU",NA,NA,"Overnights visitors (tourists)","Thousands","3078","..",NA
"1087","PERU",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1088","PERU","Tourism expenditure in other countries",NA,NA,"US$ Millions","3417","..",NA
"1089","PERU",NA,"Travel",NA,"US$ Millions","2669","..",NA
"1090","PERU",NA,"Passenger transport",NA,"US$ Millions","748","..",NA
"1091","PHILIPPINES","Departures",NA,NA,NA,NA,NA,NA
"1092","PHILIPPINES",NA,"Total departures",NA,"Thousands","..","..",NA
"1093","PHILIPPINES",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1094","PHILIPPINES",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1095","PHILIPPINES","Tourism expenditure in other countries",NA,NA,"US$ Millions","12474","12852",NA
"1096","PHILIPPINES",NA,"Travel",NA,"US$ Millions","11863","12039",NA
"1097","PHILIPPINES",NA,"Passenger transport",NA,"US$ Millions","611","813",NA
"1098","POLAND","Departures",NA,NA,NA,NA,NA,"1/ 1995-1999: country data."
"1099","POLAND",NA,"Total departures",NA,"Thousands","48600","..",NA
"1100","POLAND",NA,NA,"Overnights visitors (tourists)","Thousands","12800","..",NA
"1101","POLAND",NA,NA,"Same-day visitors (excursionists)","Thousands","35800","..",NA
"1102","POLAND","Tourism expenditure in other countries",NA,NA,"US$ Millions","10608","10436","1/ 1995-1999: country data."
"1103","POLAND",NA,"Travel",NA,"US$ Millions","9721","9502",NA
"1104","POLAND",NA,"Passenger transport",NA,"US$ Millions","887","934",NA
"1105","PORTUGAL","Departures",NA,NA,NA,NA,NA,"1/ Source: Statistics Portugal (INE), Travel Survey of Residents."
"1106","PORTUGAL",NA,"Total departures",NA,"Thousands","..","..",NA
"1107","PORTUGAL",NA,NA,"Overnights visitors (tourists)","Thousands","2486","3100",NA
"1108","PORTUGAL",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1109","PORTUGAL","Tourism expenditure in other countries",NA,NA,"US$ Millions","6427","6997",NA
"1110","PORTUGAL",NA,"Travel",NA,"US$ Millions","5396","5925",NA
"1111","PORTUGAL",NA,"Passenger transport",NA,"US$ Millions","1031","1072",NA
"1112","PUERTO RICO","Departures",NA,NA,NA,NA,NA,"1/ Data: Fiscal years (July-June).
2/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.
Data: Fiscal years (July-June)."
"1113","PUERTO RICO",NA,"Total departures",NA,"Thousands","..","..",NA
"1114","PUERTO RICO",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1115","PUERTO RICO",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1116","PUERTO RICO","Tourism expenditure in other countries",NA,NA,"US$ Millions","893","..",NA
"1117","PUERTO RICO",NA,"Travel",NA,"US$ Millions","592","..",NA
"1118","PUERTO RICO",NA,"Passenger transport",NA,"US$ Millions","301","..",NA
"1119","QATAR","Departures",NA,NA,NA,NA,NA,"1/ Source 1999-2006: Qatar Central Bank."
"1120","QATAR",NA,"Total departures",NA,"Thousands","..","..",NA
"1121","QATAR",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1122","QATAR",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1123","QATAR","Tourism expenditure in other countries",NA,NA,"US$ Millions","11754","12528","1/ Source 1999-2006: Qatar Central Bank."
"1124","QATAR",NA,"Travel",NA,"US$ Millions","9272","9486",NA
"1125","QATAR",NA,"Passenger transport",NA,"US$ Millions","2482","3042",NA
"1126","REUNION","Departures",NA,NA,NA,NA,NA,NA
"1127","REUNION",NA,"Total departures",NA,"Thousands","..","..",NA
"1128","REUNION",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1129","REUNION",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1130","REUNION","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"1131","REUNION",NA,"Travel",NA,"US$ Millions","..","..",NA
"1132","REUNION",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1133","ROMANIA","Departures",NA,NA,NA,NA,NA,"1/ Number of departures of Romanians abroad registered at borders."
"1134","ROMANIA",NA,"Total departures",NA,"Thousands","21039","23066",NA
"1135","ROMANIA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1136","ROMANIA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1137","ROMANIA","Tourism expenditure in other countries",NA,NA,"US$ Millions","6109","7098",NA
"1138","ROMANIA",NA,"Travel",NA,"US$ Millions","5328","5953",NA
"1139","ROMANIA",NA,"Passenger transport",NA,"US$ Millions","781","1145",NA
"1140","RUSSIAN FEDERATION","Departures",NA,NA,NA,NA,NA,NA
"1141","RUSSIAN FEDERATION",NA,"Total departures",NA,"Thousands","41964","..",NA
"1142","RUSSIAN FEDERATION",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1143","RUSSIAN FEDERATION",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1144","RUSSIAN FEDERATION","Tourism expenditure in other countries",NA,NA,"US$ Millions","38791","40611",NA
"1145","RUSSIAN FEDERATION",NA,"Travel",NA,"US$ Millions","34271","36152",NA
"1146","RUSSIAN FEDERATION",NA,"Passenger transport",NA,"US$ Millions","4520","4459",NA
"1147","RWANDA","Departures",NA,NA,NA,NA,NA,NA
"1148","RWANDA",NA,"Total departures",NA,"Thousands","..","..",NA
"1149","RWANDA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1150","RWANDA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1151","RWANDA","Tourism expenditure in other countries",NA,NA,"US$ Millions","390","..",NA
"1152","RWANDA",NA,"Travel",NA,"US$ Millions","345","..",NA
"1153","RWANDA",NA,"Passenger transport",NA,"US$ Millions","45","..",NA
"1154","SABA","Departures",NA,NA,NA,NA,NA,NA
"1155","SABA",NA,"Total departures",NA,"Thousands","..","..",NA
"1156","SABA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1157","SABA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1158","SABA","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"1159","SABA",NA,"Travel",NA,"US$ Millions","..","..",NA
"1160","SABA",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1161","SAINT KITTS AND NEVIS","Departures",NA,NA,NA,NA,NA,NA
"1162","SAINT KITTS AND NEVIS",NA,"Total departures",NA,"Thousands","..","..",NA
"1163","SAINT KITTS AND NEVIS",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1164","SAINT KITTS AND NEVIS",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1165","SAINT KITTS AND NEVIS","Tourism expenditure in other countries",NA,NA,"US$ Millions","59","..",NA
"1166","SAINT KITTS AND NEVIS",NA,"Travel",NA,"US$ Millions","44","..",NA
"1167","SAINT KITTS AND NEVIS",NA,"Passenger transport",NA,"US$ Millions","15","..",NA
"1168","SAINT LUCIA","Departures",NA,NA,NA,NA,NA,NA
"1169","SAINT LUCIA",NA,"Total departures",NA,"Thousands","..","..",NA
"1170","SAINT LUCIA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1171","SAINT LUCIA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1172","SAINT LUCIA","Tourism expenditure in other countries",NA,NA,"US$ Millions","87","..",NA
"1173","SAINT LUCIA",NA,"Travel",NA,"US$ Millions","56","..",NA
"1174","SAINT LUCIA",NA,"Passenger transport",NA,"US$ Millions","31","..",NA
"1175","SAINT VINCENT AND THE GRENADINES","Departures",NA,NA,NA,NA,NA,NA
"1176","SAINT VINCENT AND THE GRENADINES",NA,"Total departures",NA,"Thousands","..","..",NA
"1177","SAINT VINCENT AND THE GRENADINES",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1178","SAINT VINCENT AND THE GRENADINES",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1179","SAINT VINCENT AND THE GRENADINES","Tourism expenditure in other countries",NA,NA,"US$ Millions","48","..",NA
"1180","SAINT VINCENT AND THE GRENADINES",NA,"Travel",NA,"US$ Millions","26","..",NA
"1181","SAINT VINCENT AND THE GRENADINES",NA,"Passenger transport",NA,"US$ Millions","22","..",NA
"1182","SAMOA","Departures",NA,NA,NA,NA,NA,"1/ Returning residents."
"1183","SAMOA",NA,"Total departures",NA,"Thousands","..","..",NA
"1184","SAMOA",NA,NA,"Overnights visitors (tourists)","Thousands","64","69",NA
"1185","SAMOA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1186","SAMOA","Tourism expenditure in other countries",NA,NA,"US$ Millions","4.2","..",NA
"1187","SAMOA",NA,"Travel",NA,"US$ Millions","1.7","..",NA
"1188","SAMOA",NA,"Passenger transport",NA,"US$ Millions","2.5","..",NA
"1189","SAN MARINO","Departures",NA,NA,NA,NA,NA,NA
"1190","SAN MARINO",NA,"Total departures",NA,"Thousands","..","..",NA
"1191","SAN MARINO",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1192","SAN MARINO",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1193","SAN MARINO","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"1194","SAN MARINO",NA,"Travel",NA,"US$ Millions","..","..",NA
"1195","SAN MARINO",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1196","SAO TOME AND PRINCIPE","Departures",NA,NA,NA,NA,NA,NA
"1197","SAO TOME AND PRINCIPE",NA,"Total departures",NA,"Thousands","..","..",NA
"1198","SAO TOME AND PRINCIPE",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1199","SAO TOME AND PRINCIPE",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1200","SAO TOME AND PRINCIPE","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"1201","SAO TOME AND PRINCIPE",NA,"Travel",NA,"US$ Millions","16.7","18",NA
"1202","SAO TOME AND PRINCIPE",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1203","SAUDI ARABIA","Departures",NA,NA,NA,NA,NA,"1/ 2010: change in the methodology.
2/ 2002, 2003: the expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
"1204","SAUDI ARABIA",NA,"Total departures",NA,"Thousands","29657","28440",NA
"1205","SAUDI ARABIA",NA,NA,"Overnights visitors (tourists)","Thousands","21866","20609",NA
"1206","SAUDI ARABIA",NA,NA,"Same-day visitors (excursionists)","Thousands","7791","7831",NA
"1207","SAUDI ARABIA","Tourism expenditure in other countries",NA,NA,"US$ Millions","17939","16415",NA
"1208","SAUDI ARABIA",NA,"Travel",NA,"US$ Millions","16651","15140",NA
"1209","SAUDI ARABIA",NA,"Passenger transport",NA,"US$ Millions","1288","1275",NA
"1210","SENEGAL","Departures",NA,NA,NA,NA,NA,NA
"1211","SENEGAL",NA,"Total departures",NA,"Thousands","..","..",NA
"1212","SENEGAL",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1213","SENEGAL",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1214","SENEGAL","Tourism expenditure in other countries",NA,NA,"US$ Millions","324","..",NA
"1215","SENEGAL",NA,"Travel",NA,"US$ Millions","171","..",NA
"1216","SENEGAL",NA,"Passenger transport",NA,"US$ Millions","153","..",NA
"1217","SERBIA","Departures",NA,NA,NA,NA,NA,"1/ 2002-2006: the expenditure figures are those provided by the country to UNWTO."
"1218","SERBIA",NA,"Total departures",NA,"Thousands","..","..",NA
"1219","SERBIA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1220","SERBIA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1221","SERBIA","Tourism expenditure in other countries",NA,NA,"US$ Millions","1837","2000","1/ 2002-2006: the expenditure figures are those provided by the country to UNWTO."
"1222","SERBIA",NA,"Travel",NA,"US$ Millions","1643","1806",NA
"1223","SERBIA",NA,"Passenger transport",NA,"US$ Millions","194","194",NA
"1224","SERBIA AND MONTENEGRO","Departures",NA,NA,NA,NA,NA,NA
"1225","SERBIA AND MONTENEGRO",NA,"Total departures",NA,"Thousands","..","..",NA
"1226","SERBIA AND MONTENEGRO",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1227","SERBIA AND MONTENEGRO",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1228","SERBIA AND MONTENEGRO","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"1229","SERBIA AND MONTENEGRO",NA,"Travel",NA,"US$ Millions","..","..",NA
"1230","SERBIA AND MONTENEGRO",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1231","SEYCHELLES","Departures",NA,NA,NA,NA,NA,NA
"1232","SEYCHELLES",NA,"Total departures",NA,"Thousands","..","..",NA
"1233","SEYCHELLES",NA,NA,"Overnights visitors (tourists)","Thousands","72","..",NA
"1234","SEYCHELLES",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1235","SEYCHELLES","Tourism expenditure in other countries",NA,NA,"US$ Millions","101","109",NA
"1236","SEYCHELLES",NA,"Travel",NA,"US$ Millions","68","67",NA
"1237","SEYCHELLES",NA,"Passenger transport",NA,"US$ Millions","33","42",NA
"1238","SIERRA LEONE","Departures",NA,NA,NA,NA,NA,NA
"1239","SIERRA LEONE",NA,"Total departures",NA,"Thousands","..","..",NA
"1240","SIERRA LEONE",NA,NA,"Overnights visitors (tourists)","Thousands","112","..",NA
"1241","SIERRA LEONE",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1242","SIERRA LEONE","Tourism expenditure in other countries",NA,NA,"US$ Millions","61","..",NA
"1243","SIERRA LEONE",NA,"Travel",NA,"US$ Millions","54","..",NA
"1244","SIERRA LEONE",NA,"Passenger transport",NA,"US$ Millions","7","..",NA
"1245","SINGAPORE","Departures",NA,NA,NA,NA,NA,NA
"1246","SINGAPORE",NA,"Total departures",NA,"Thousands","..","..",NA
"1247","SINGAPORE",NA,NA,"Overnights visitors (tourists)","Thousands","10378","10711",NA
"1248","SINGAPORE",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1249","SINGAPORE","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"1250","SINGAPORE",NA,"Travel",NA,"US$ Millions","26246","26606",NA
"1251","SINGAPORE",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1252","SINT EUSTATIUS","Departures",NA,NA,NA,NA,NA,NA
"1253","SINT EUSTATIUS",NA,"Total departures",NA,"Thousands","..","..",NA
"1254","SINT EUSTATIUS",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1255","SINT EUSTATIUS",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1256","SINT EUSTATIUS","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"1257","SINT EUSTATIUS",NA,"Travel",NA,"US$ Millions","..","..",NA
"1258","SINT EUSTATIUS",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"1259","SINT MAARTEN (DUTCH PART)","Departures",NA,NA,NA,NA,NA,"1/ 1995-2006: Source: Central Bank of the Netherlands Antilles - Including the estimates for Saba and Saint Eustatius."
"1260","SINT MAARTEN (DUTCH PART)",NA,"Total departures",NA,"Thousands","..","..",NA
"1261","SINT MAARTEN (DUTCH PART)",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1262","SINT MAARTEN (DUTCH PART)",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1263","SINT MAARTEN (DUTCH PART)","Tourism expenditure in other countries",NA,NA,"US$ Millions","105","77","1/ 1995-2006: Source: Central Bank of the Netherlands Antilles - Including the estimates for Saba and Saint Eustatius."
"1264","SINT MAARTEN (DUTCH PART)",NA,"Travel",NA,"US$ Millions","97","67",NA
"1265","SINT MAARTEN (DUTCH PART)",NA,"Passenger transport",NA,"US$ Millions","8","10",NA
"1266","SLOVAKIA","Departures",NA,NA,NA,NA,NA,NA
"1267","SLOVAKIA",NA,"Total departures",NA,"Thousands","4662","..",NA
"1268","SLOVAKIA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1269","SLOVAKIA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1270","SLOVAKIA","Tourism expenditure in other countries",NA,NA,"US$ Millions","2823","2815",NA
"1271","SLOVAKIA",NA,"Travel",NA,"US$ Millions","2622","2587",NA
"1272","SLOVAKIA",NA,"Passenger transport",NA,"US$ Millions","201","228",NA
"1273","SLOVENIA","Departures",NA,NA,NA,NA,NA,NA
"1274","SLOVENIA",NA,"Total departures",NA,"Thousands","5409","6049",NA
"1275","SLOVENIA",NA,NA,"Overnights visitors (tourists)","Thousands","3188","3170",NA
"1276","SLOVENIA",NA,NA,"Same-day visitors (excursionists)","Thousands","2221","2879",NA
"1277","SLOVENIA","Tourism expenditure in other countries",NA,NA,"US$ Millions","1755","1640",NA
"1278","SLOVENIA",NA,"Travel",NA,"US$ Millions","1634","1547",NA
"1279","SLOVENIA",NA,"Passenger transport",NA,"US$ Millions","121","93",NA
"1280","SOLOMON ISLANDS","Departures",NA,NA,NA,NA,NA,NA
"1281","SOLOMON ISLANDS",NA,"Total departures",NA,"Thousands","..","..",NA
"1282","SOLOMON ISLANDS",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"1283","SOLOMON ISLANDS",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"1284","SOLOMON ISLANDS","Tourism expenditure in other countries",NA,NA,"US$ Millions","53","63.2",NA
"1285","SOLOMON ISLANDS",NA,"Travel",NA,"US$ Millions","52.9","63.1",NA
"1286","SOLOMON ISLANDS",NA,"Passenger transport",NA,"US$ Millions","0.1","0.1",NA
"1287","SOMALIA","Departures",NA,NA,NA,NA,NA,NA
"1288","SOMALIA",NA,"Total departures",NA,"Thousands","..","..",NA
"1289","SOMALIA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
